search_term,id,title,category_id,price,currency_id,available_quantity,sold_quantity,condition,listing_type_id,seller_id,shipping_free,warranty,catalog_listing,status
amazon fire tv,MLA1981319370,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb Wi-fi 6e Negro,MLA352001,113430,ARS,,,new,gold_special,209752538,True,Garantía del vendedor: 3 meses,False,active
amazon fire tv,MLA1916062622,Amazon Tv Stick Lite 3ra Gen Streaming Full Hd,MLA352001,88450.0,ARS,,,new,gold_special,198175440,True,Garantía de fábrica: 6 meses,False,active
amazon fire tv,MLA1451230839,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb Wi-fi 6e Negro,MLA352001,147890,ARS,,,new,gold_pro,209752538,True,Garantía del vendedor: 3 meses,False,active
amazon fire tv,MLA1376700509,Amazon Fire Tv Stick 4k 8gb  1.5gb Ram Streaming Control Voz,MLA352001,68752,ARS,,,new,gold_special,579983671,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1981306256,Amazon Fire Tv Stick 3 Generación,MLA352001,70903,ARS,,,new,gold_special,1033197086,True,Sin garantía,True,active
amazon fire tv,MLA1974888490,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming,MLA352001,66599,ARS,,,new,gold_pro,1070313715,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1369026587,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro Con 1.5gb De Memoria Ram,MLA352001,99998,ARS,,,new,gold_special,247639927,True,Garantía del vendedor: 30 días,True,active
amazon fire tv,MLA1918175152,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,MLA352001,113478,ARS,,,new,gold_special,207527715,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA2017481294,"Control Remoto De Voz Fire Tv Stick Lite De Segunda Generación, Alexa Amazon Bivolt, Color Negro, Tipo Control Remoto",MLA352001,59351.0,ARS,,,new,gold_special,213074722,True,,True,active
amazon fire tv,MLA1987961156,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb 1gb Ram,MLA352001,68990,ARS,,,new,gold_special,472182447,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1856299012,Amazon Fire Tv Stick 4k Comando De Voz Streaming,MLA352001,96000,ARS,,,new,gold_special,131846678,True,Garantía de fábrica: 12 meses,False,active
amazon fire tv,MLA1458709339,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2 Gen Wi-fi 6e,MLA352001,124998,ARS,,,new,gold_special,701293922,True,Garantía del vendedor: 3 meses,False,active
amazon fire tv,MLA1464753255,Amazon Fire Tv Stick 8gb Wifi 5 1080p Hdr Version 2024 Alexa,MLA352001,77768.99,ARS,,,new,gold_special,167338436,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1447682463,Amazon Fire Tv Stick 4k Control Por Voz 3ra Generación Alexa,MLA352001,79999,ARS,,,new,gold_pro,1473628674,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1413017321,Amazon Fire Tv Stick 4k De Voz 3.ª Generación 4k 8gb Ade,MLA352001,124999.0,ARS,,,new,gold_special,340109223,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1143429135,Amazon Fire Tv Stick Lite Full Hd Control Por Voz Smart + ,MLA352001,87999,ARS,,,new,gold_pro,45059170,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1451931929,Amazon Fire Tv Stick 4k Max Ultra Hd 16gb Streaming,MLA352001,113478,ARS,,,new,gold_special,579983671,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1976434684,"Amazon Fire Tv Stick Lite Full Hd 2 Gen De 8 Gb Con 1 Gb De Ram, Color Negro",MLA352001,69999,ARS,,,new,gold_special,114179423,True,Garantía de fábrica: 12 meses,True,active
amazon fire tv,MLA1975421614,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,MLA352001,104999,ARS,,,new,gold_pro,209752538,True,Garantía del vendedor: 3 meses,False,active
amazon fire tv,MLA1143409979,Amazon Fire Tv Stick Lite Full Hd Control Voz Smart Tv Hdmi,MLA352001,64999,ARS,,,new,gold_special,45059170,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1144084762,Amazon Fire Tv Stick 4k 8gb Negro Con 1.5gb De Memoria Ram,MLA352001,68752,ARS,,,new,gold_special,52270943,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1975932800,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb De Ram Con Alexa,MLA352001,88990,ARS,,,new,gold_pro,209752538,True,Garantía del vendedor: 3 meses,False,active
amazon fire tv,MLA1995130936,Amazon Fire Tv Stick Hd 2024 Control De Voz 8gh Wifi 5 Nuevo,MLA352001,69400,ARS,,,new,gold_special,139052045,True,Garantía del vendedor: 30 días,False,active
amazon fire tv,MLA1974811330,Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming,MLA352001,78990,ARS,,,new,gold_pro,1070313715,True,Garantía del vendedor: 6 meses,False,active
amazon fire tv,MLA1449892657,Amazon Tv Stick Lite 2da Gen Streaming Full Hd,MLA352001,83310.0,ARS,,,new,gold_special,264934748,True,Garantía de fábrica: 12 meses,False,active
